participant_id,speech_duration,silence_duration,speech_to_silence_ratio,silence_ratio,rms_mean,rms_std,energy_min,energy_max,energy_range,energy_median,energy_var,zcr_mean,zcr_std,zcr_var,mfcc_1_mean,mfcc_1_std,mfcc_1_var,mfcc_delta_1_mean,mfcc_delta_1_std,mfcc_delta_1_var,mfcc_2_mean,mfcc_2_std,mfcc_2_var,mfcc_delta_2_mean,mfcc_delta_2_std,mfcc_delta_2_var,mfcc_3_mean,mfcc_3_std,mfcc_3_var,mfcc_delta_3_mean,mfcc_delta_3_std,mfcc_delta_3_var,mfcc_4_mean,mfcc_4_std,mfcc_4_var,mfcc_delta_4_mean,mfcc_delta_4_std,mfcc_delta_4_var,mfcc_5_mean,mfcc_5_std,mfcc_5_var,mfcc_delta_5_mean,mfcc_delta_5_std,mfcc_delta_5_var,mfcc_6_mean,mfcc_6_std,mfcc_6_var,mfcc_delta_6_mean,mfcc_delta_6_std,mfcc_delta_6_var,mfcc_7_mean,mfcc_7_std,mfcc_7_var,mfcc_delta_7_mean,mfcc_delta_7_std,mfcc_delta_7_var,mfcc_8_mean,mfcc_8_std,mfcc_8_var,mfcc_delta_8_mean,mfcc_delta_8_std,mfcc_delta_8_var,mfcc_9_mean,mfcc_9_std,mfcc_9_var,mfcc_delta_9_mean,mfcc_delta_9_std,mfcc_delta_9_var,mfcc_10_mean,mfcc_10_std,mfcc_10_var,mfcc_delta_10_mean,mfcc_delta_10_std,mfcc_delta_10_var,mfcc_11_mean,mfcc_11_std,mfcc_11_var,mfcc_delta_11_mean,mfcc_delta_11_std,mfcc_delta_11_var,mfcc_12_mean,mfcc_12_std,mfcc_12_var,mfcc_delta_12_mean,mfcc_delta_12_std,mfcc_delta_12_var,mfcc_13_mean,mfcc_13_std,mfcc_13_var,mfcc_delta_13_mean,mfcc_delta_13_std,mfcc_delta_13_var,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_bandwidth_var,spectral_rolloff_mean,spectral_rolloff_std,spectral_rolloff_var,spectral_contrast_mean,spectral_contrast_std,spectral_contrast_var,spectral_flatness_mean,spectral_flatness_std,spectral_flatness_var,pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,pitch_median,pitch_skew,voiced_ratio,speaking_rate,speech_segments,avg_segment_duration,pause_mean,pause_std,pause_max,pause_total,harmonic_energy,percussive_energy,onset_count,hnr_mean,hnr_std,jitter,shimmer,articulation_speed,word_count,label
343,196.15999999999985,40.89006250000014,4.797253494115977,0.1724954723435272,0.024584843,0.025245946,0.0013848156,0.21995181,0.218567,0.016056027,0.0006373578,0.2884766679603132,0.12195480891034076,0.01487297541635773,-265.61008,67.3022,4529.5864,-0.0065312157,11.501435,132.28302,18.566528,59.55005,3546.2083,-0.014899739,12.416126,154.1602,-26.689945,27.712622,767.98944,0.0030952895,5.573651,31.065584,-1.9427211,23.311867,543.4432,-0.0013853747,4.3986554,19.348167,-21.995495,17.861883,319.04688,-0.0028180694,3.3107724,10.961214,-12.954474,16.643116,276.9933,0.0050510815,3.4197445,11.694653,-16.607042,14.8081255,219.28058,0.00051328534,2.6827784,7.1973,-9.38718,10.776746,116.138245,0.00055321824,1.9917599,3.9671075,-26.35097,11.816533,139.63045,0.0045741205,2.2379236,5.0083017,2.0960057,10.620289,112.79054,0.0016253856,2.0195012,4.0783854,-14.843748,10.650911,113.4419,0.0033196327,1.939768,3.7626996,-0.7993706,8.237856,67.86227,-0.00087363686,1.5400606,2.3717868,-13.335025,8.351464,69.74695,0.0010035329,1.5711573,2.4685354,2874.717480278161,895.8492180384293,802545.8214600653,1865.994470399015,265.4513679624606,70464.42875314166,5107.918593075054,1101.487888242754,1213275.567945482,22.366886902684417,9.432282794489712,88.96795871522664,0.08766647,0.07689802,0.0059133065,133.74562215935964,16.58665697127477,82.40688922821748,198.27510177438265,115.86821254616517,130.0593564629863,1.0390280305716404,0.2502699783679441,1.1010332469328077,261,0.7515708783464712,0.1570461538461535,0.1671248663327681,0.896000000000015,40.83199999999991,-1.0216612e-05,-5.048883e-06,1290,300.052,16281.785,0.011657285311854546,0.13051477118469063,3.588907014681895,704,0
344,416.22399999999885,188.02600000000115,2.213651291769995,0.31117252792718436,0.015894126,0.018239373,9.1522925e-05,0.17956355,0.17947203,0.009657932,0.0003326747,0.25663026101519887,0.10542122521970054,0.011113634726822825,-345.75763,111.75971,12490.233,-0.0065401206,19.400951,376.39694,49.575367,48.426533,2345.1292,0.0007961168,9.12323,83.23333,-52.769894,41.652164,1734.9028,-0.0017715739,8.0334635,64.53653,21.57136,33.747265,1138.8778,-0.003337794,5.961883,35.544052,-24.019005,21.869513,478.2756,-0.00014531748,3.920406,15.369583,-19.720232,20.55046,422.32147,0.002993142,3.9130068,15.311622,-13.843996,16.182869,261.88525,0.0007012316,2.870929,8.242233,-14.672475,15.785195,249.17238,0.0028776072,2.8958983,8.386227,-13.786362,12.591231,158.53911,0.0013584476,2.254244,5.081617,-8.206186,14.406181,207.53806,0.00065598864,2.6287806,6.9104877,-10.141869,13.532846,183.13794,0.0015595799,2.3966997,5.7441697,-5.3800483,10.081001,101.62658,-0.0018660908,1.8520585,3.430121,-11.0241165,9.777559,95.60066,-0.00047985016,1.7715951,3.138549,2373.2606099521613,793.209722181885,629181.6633638632,1508.4819892609185,343.8558773031434,118236.86435591441,3889.1343238627337,1228.3989336839575,1508963.9402758838,21.500492277324504,8.392619655331957,70.4360646790643,0.0613758,0.08413615,0.007078892,116.60735589629512,14.809323342644952,67.32294488175604,202.90956258890662,135.5866177071506,113.87914162255151,1.4237451704365773,0.17566064713363022,1.5887463798096815,960,0.43356666621503354,0.19603753910323224,0.20616431142188196,1.3760000000000048,187.99999999999972,-1.1090149e-05,-4.169601e-06,2631,127.359406,6907.7827,0.01379955912914783,0.11873177976825292,4.572057353732618,1903,1
345,363.77599999999876,117.61893750000127,3.0928352579886176,0.24432940261238467,0.019975144,0.021356637,0.00024086933,0.18915893,0.18891807,0.0127033675,0.00045610592,0.2946688087339637,0.1448664101183708,0.020986276780584005,-343.85934,96.88746,9387.18,-0.009040772,18.38025,337.83362,-13.537302,41.852394,1751.6229,0.002389139,7.855974,61.71633,-40.138103,39.041588,1524.2457,-0.0018821844,7.7417245,59.9343,-3.3384945,31.064648,965.0124,-4.5145993e-05,5.9068317,34.89066,-32.45664,22.902185,524.51013,0.000586337,4.3321433,18.767466,-12.918725,18.407543,338.83768,0.0014028857,3.47363,12.066106,-26.162788,15.920887,253.47464,-0.00023893997,3.0182629,9.10991,-15.216872,16.262999,264.48514,0.00053400866,2.9366732,8.624049,-12.885492,13.412742,179.90164,0.0029968407,2.3988204,5.7543387,-3.2581437,11.972642,143.34415,-0.0011912861,2.1665986,4.694149,-12.810576,10.113676,102.286446,0.0016082198,1.826672,3.3367302,0.8421225,11.08793,122.942184,0.0018766957,2.0563,4.2283697,-8.540528,9.505453,90.353645,-0.0009808702,1.6805515,2.8242536,3048.467402193158,891.8226941007547,795347.7177131283,1814.5000421172206,255.56456253096925,65313.2456216457,5103.558727731986,1093.1053792996433,1194879.3702538172,23.637649853167357,8.104084169915135,65.67618023306908,0.07213747,0.0826455,0.006830278,307.80647521655436,64.40810094174037,123.47082531403102,788.5324848825182,665.0616595684872,290.2917403700367,2.265096251635773,0.586546131309057,1.3959432217751562,672,0.5413333325277759,0.17476190476190478,0.19157490261163537,1.4720000000000084,117.44000000000001,-1.485898e-05,-3.9869687e-07,1650,1222.3217,123539.75,0.007680226817084896,0.07427674858334589,3.8897563335679233,1415,1
346,492.4799999999996,160.74031250000036,3.0638238116911385,0.24607365910716433,0.017711403,0.016210029,0.0,0.21797694,0.21797694,0.013450305,0.000262765,0.2802538718067258,0.1412057292557473,0.019939057974647408,-318.90866,89.76623,8057.975,-0.00852992,16.263067,264.48737,15.883409,44.686813,1996.9111,-0.0013878813,8.776257,77.022675,-33.283585,37.71843,1422.6799,-0.0017310549,7.531461,56.7229,-2.6504667,27.31764,746.2535,-0.001123185,5.307998,28.174847,-26.938972,20.472473,419.12213,0.0013752467,3.9825513,15.860716,-14.060608,20.273733,411.0243,0.000802306,3.6525676,13.34125,-25.785131,16.787905,281.83377,0.0007732929,3.1432683,9.880136,-9.706752,13.465143,181.31009,0.0011411645,2.55367,6.5212307,-9.320679,16.645123,277.06012,-0.0001507602,3.1925464,10.192352,-11.942013,10.995134,120.892975,0.0005390134,1.9911782,3.9647906,-21.021116,12.646167,159.92554,0.00070269575,2.4057362,5.787566,-4.962907,10.252086,105.10527,0.00085431355,1.9148434,3.6666255,-18.369577,11.477557,131.73431,0.00086763786,2.0735872,4.299764,2815.30205763116,965.2001805388162,931611.3885121634,1809.1843734926329,319.94384309552,102364.06273473072,4837.846805501126,1234.413162815602,1523775.8565324177,22.723632669910963,9.19340954819229,84.51877912079317,0.0798845,0.10589995,0.011214799,250.62041579485825,62.06685880437428,65.40639132514966,604.5396048815593,539.1332135564096,246.94165062806206,0.2420424195100164,0.3102282746982351,1.2446030603189486,813,0.6057564568194873,0.19758917589175837,0.21391663831624183,3.4239999999999924,160.63999999999956,-1.3317928e-05,-1.8613939e-06,3523,746.5964,35726.65,0.013039523372575534,0.10503993770462668,4.39611760883691,2165,1
347,107.26399999999994,20.70606250000006,5.180318315936761,0.16180395707785217,0.025579246,0.022958346,0.000695223,0.15995437,0.15925914,0.019770786,0.0005270857,0.2819178466796875,0.13023127158889036,0.016960184099659322,-286.4093,97.971664,9598.447,-0.0779009,18.193323,330.99704,36.731327,58.5924,3433.0693,-0.034363598,11.424705,130.52386,-44.127148,39.822533,1585.834,0.027761295,7.975578,63.609844,12.439263,25.578903,654.28033,-0.01843283,5.164843,26.675602,-21.620758,20.285774,411.51263,0.010770152,4.0750213,16.605797,-14.428502,18.367346,337.35938,0.016558632,3.641757,13.262395,-15.171168,14.024835,196.696,-0.0022604775,2.7279172,7.441532,-17.02396,13.78765,190.0993,0.013269312,2.6709352,7.133895,-19.28134,12.6329565,159.5916,0.004189108,2.3694122,5.614114,-3.1618724,10.975812,120.468445,0.009484064,2.1203754,4.4959917,-10.9055395,9.781117,95.67025,0.0044282586,1.8925368,3.5816953,-5.6990895,8.975368,80.55723,-0.001709322,1.7546895,3.078935,-14.741473,7.804656,60.912655,0.0025595063,1.526186,2.3292437,2601.609050326674,1001.3688691202433,1002739.612043155,1611.4879808949443,370.2624913649738,137094.3125117973,4294.890625,1497.2513876345006,2241761.7177734375,22.002775006069026,8.941717375325528,79.95430962019846,0.08809767,0.10777241,0.011614892,140.45146363097197,15.42669399052124,98.56656061031477,231.73942791006385,133.1728672997491,136.21039964151845,1.4014777546185253,0.3282499999179375,0.8205044050830248,105,1.0215618950327432,0.19876923076923023,0.18284173646002175,0.7680000000000007,20.671999999999944,-1.0941199e-05,-4.3134473e-06,749,320.6632,19155.68,0.011825007246648589,0.11818194723744835,4.074060262529835,437,1
348,259.03999999999996,37.450000000000045,6.91695575655658,0.12631117406995193,0.013429187,0.010329072,0.00025837446,0.10154889,0.10129052,0.0115233185,0.00010668974,0.27736883330185624,0.15159320784905736,0.022980500665967504,-356.82712,90.60076,8208.498,-0.022358948,16.445927,270.46848,3.3456917,51.207127,2622.1697,-0.004871729,9.955875,99.11945,-35.415585,37.010845,1369.8026,0.0023652425,7.4155884,54.990948,1.4112606,24.356365,593.2325,0.0007246904,4.64994,21.62194,-29.30724,20.652601,426.52997,0.0035722833,4.0868044,16.701971,-11.761614,16.906837,285.84116,0.0019431037,3.208155,10.292257,-30.422155,15.129847,228.91226,0.00377599,2.863844,8.201602,-15.526067,13.613987,185.34065,0.0022066473,2.5334597,6.418418,-20.82758,12.898854,166.38043,0.00031993448,2.3665335,5.6004806,-3.3872485,12.668614,160.49379,0.0013835789,2.432619,5.917636,-22.308681,10.912338,119.07913,0.0005182731,1.9998873,3.9995494,-8.277623,9.256755,85.687515,0.00052926515,1.7347101,3.0092192,-11.257782,7.9716964,63.547943,-0.00044260806,1.4687319,2.1571734,2914.350660591699,1072.072783686691,1149340.053521731,1747.1252169999887,286.53513118056014,82102.3814006608,4826.372119846752,1232.1091651834645,1518092.9949290936,23.05866040028244,8.657317731702966,74.9491503076586,0.06985762,0.08386753,0.0070337616,262.63825175476404,49.214666831969,101.45478129445331,544.8415985660737,443.3868172716204,252.71363809934766,1.026142289120605,0.5387437944594492,0.8060980134237242,239,1.0838493678500025,0.15731092436974894,0.1606483579831264,0.960000000000008,37.440000000000246,-1.4374282e-05,-8.735051e-07,1821,828.2862,75174.305,0.008806784058501289,0.08740929836766818,3.6519456454601613,946,1
350,356.06399999999957,102.66393750000043,3.4682480060902603,0.22380136265409042,0.012975269,0.012975282,0.00052958814,0.15327476,0.15274517,0.009213677,0.00016835795,0.2882621628897531,0.1284909992976384,0.01650993690050571,-339.76657,77.79106,6051.4497,-0.024549965,13.348096,178.17168,15.951411,41.28018,1704.0533,-0.0050489833,7.920643,62.73658,-37.10159,32.13398,1032.5927,0.0076010856,6.2567077,39.146393,-8.125249,26.59616,707.3558,0.00088408403,5.1163836,26.177382,-21.68949,16.876884,284.82925,0.004223898,3.1454182,9.893656,-16.77406,16.450653,270.624,0.0013389161,3.0432606,9.2614355,-25.93335,14.590008,212.86833,0.0023097189,2.5857198,6.6859474,-9.733861,12.947502,167.6378,0.0018408836,2.3871636,5.6985507,-21.15523,12.572294,158.06258,0.00044886037,2.3450267,5.4991508,3.524403,12.387796,153.4575,-0.0015481437,2.3614805,5.5765905,-18.760487,9.602124,92.20079,2.0625335e-05,1.7651538,3.115768,-3.9939616,8.970417,80.468376,-0.00014108479,1.6975739,2.881757,-13.32253,9.044662,81.805916,-0.0003462565,1.6623325,2.7633493,2818.3123087946883,898.0217668681386,806443.0937689735,1876.4781333835322,274.37927227462586,75283.98505395328,5027.02386038644,1224.9094798338697,1500403.233786881,22.503810974163542,8.7401054905045,76.38944398514693,0.08989103,0.09545469,0.009111598,240.13573941970907,39.72116328798024,123.47082531403102,532.3973992564887,408.9265739424577,231.73942791006385,2.2131037907213993,0.510532924071531,1.2273069808398143,563,0.6324404962123606,0.1824911032028473,0.21436258427371324,2.0159999999999627,102.56000000000019,-1.3972899e-05,-1.2858737e-06,2469,559.60657,28456.398,0.01063394321095961,0.0891941764389461,3.968387705581024,1413,1
351,349.1519999999999,57.72800000000012,6.048226059308708,0.14187966968147886,0.025374843,0.01920745,0.00049349584,0.178643,0.1781495,0.022179462,0.0003689261,0.30586938177050566,0.13531353686156056,0.018309753257984906,-296.12244,88.17503,7774.837,-0.026161965,15.998192,255.94215,-12.709645,39.284874,1543.3014,-0.00077544013,7.6546044,58.59297,-38.524075,37.303417,1391.5449,0.0058407993,7.473512,55.853382,5.9902806,29.164034,850.54083,-0.0016292521,5.6709037,32.15915,-35.02896,23.81865,567.32806,0.00499848,4.6389728,21.52007,-3.997738,17.724926,314.17303,0.0029421821,3.1364615,9.837391,-30.67094,16.21498,262.92554,0.002668726,3.0427418,9.258277,0.23419097,15.114109,228.43628,-0.0013500203,2.7296846,7.4511776,-21.849043,13.308368,177.11266,0.0013538222,2.467838,6.0902247,-1.8879042,10.53654,111.01868,0.00015317183,1.8915731,3.5780487,-16.164038,9.690024,93.89657,0.001632352,1.8060802,3.2619257,-8.996625,11.713134,137.1975,0.00036223806,2.167224,4.6968594,-13.343298,9.550326,91.20874,0.0018618774,1.7925682,3.213301,3151.2214610770466,879.8084945068666,774062.9870064391,1769.534827663731,259.0222430553275,67092.52239741317,5168.502034837999,881.8817342426509,777715.3931908255,24.06207409730014,9.522755765858223,90.68287737618604,0.076267965,0.08965828,0.008038607,270.40115412846075,36.63382958901347,198.27510177438265,458.1553471153147,259.8802453409321,260.1187129259726,1.8042170200460292,0.5663730732489484,0.7053676759732599,287,1.216557487050322,0.20061538461538586,0.17459855745913186,0.7679999999999723,57.37600000000035,-1.3026172e-05,-2.2248917e-06,1912,1660.7921,86703.875,0.0074778657427599276,0.07139596553571649,3.196315644762168,1116,1
352,382.01599999999894,117.48406250000107,3.2516410193795813,0.23520329889848826,0.02282605,0.021799881,0.00037513964,0.26753816,0.267163,0.017299453,0.00047523485,0.28942084401024987,0.14761928326924612,0.02179145279292593,-306.95822,93.26663,8698.665,-0.01061757,16.719639,279.54633,7.1491747,47.567974,2262.7122,-0.0048664985,9.249286,85.54929,-38.5832,40.339485,1627.274,0.0040781,7.84443,61.53508,3.840079,29.27049,856.7616,0.0009127836,5.649343,31.915075,-27.84007,21.061491,443.58636,0.0008822769,4.1498194,17.221,-15.404348,17.127008,293.33444,0.0020222247,3.166551,10.027045,-21.00055,15.030142,225.90515,0.0014353638,2.8604045,8.181913,-13.679972,14.757188,217.7746,0.00049156044,2.7928598,7.8000655,-11.02997,12.349534,152.51099,0.00056864053,2.3347743,5.451171,-7.3244534,11.574542,133.97003,0.0013097381,2.1582446,4.6580195,-15.797035,10.737818,115.300735,0.0009094854,2.029576,4.1191792,-4.1444488,9.503165,90.31015,0.0008505777,1.7869819,3.1933043,-9.3137045,9.234572,85.277336,-0.0006707505,1.7207009,2.9608114,2928.2031920871,1046.1911640891913,1094515.951818297,1751.035110908111,314.98934227536085,99218.28574706444,4824.992993273542,1275.9054389442485,1627934.6891275155,23.147887452337834,9.318006982833383,86.82525413213169,0.07438299,0.09034867,0.008162882,281.80077381984086,52.22203981523199,118.57804013471404,611.5640167306283,492.9859765959142,270.8517709358815,1.1291857409383046,0.41543882124180403,1.339339171754358,669,0.5710254102077332,0.1754977578475328,0.18505458834521912,1.7279999999999518,117.40799999999945,-1.3033545e-05,-2.224692e-06,2517,1348.0215,191478.66,0.010959330213078645,0.07961869425656617,4.332279276260692,1655,1
353,362.20799999999963,53.19193750000039,6.809452902341526,0.12804994102821787,0.030584777,0.025533509,0.0,0.2080303,0.2080303,0.024379175,0.00065196,0.2823802082330342,0.1353075274308569,0.018308126979452086,-289.4987,93.35189,8714.576,-0.023471167,15.624001,244.1094,9.735873,42.242523,1784.4308,-0.0059466176,7.778763,60.50915,-57.0443,43.20693,1866.8387,0.0059933662,8.309383,69.045845,8.365839,28.992352,840.5564,-0.0016020292,5.217067,27.217787,-39.0021,26.125519,682.5427,0.0036690983,4.9748697,24.74933,-9.204658,20.180908,407.26907,0.0032761558,3.5057483,12.290272,-21.927357,15.537677,241.41939,0.0021433847,2.818034,7.941315,-15.406005,16.556677,274.12354,0.00045567224,3.0791621,9.481239,-0.6551459,18.36035,337.10242,3.5358014e-05,3.3632572,11.311499,-10.465866,13.136787,172.57518,0.0011387565,2.3722029,5.627347,-10.044139,11.277041,127.17167,0.0003820792,2.0567966,4.230412,-8.807549,10.218035,104.408226,0.0012554835,1.8912059,3.5766597,-10.193013,9.484645,89.95849,0.0009574773,1.660563,2.7574694,2730.6010695252025,974.7044143898177,950048.6954309974,1580.7971501877769,378.60145113172206,143339.05879904574,4445.118120281929,1281.1554981529093,1641359.4104474294,24.6567532989755,9.0465666524098,81.84036819649306,0.07298822,0.14019223,0.019653859,265.0002622010753,64.71459381002869,161.0494265540188,1102.3447059892326,941.2952794352138,251.2581146483697,5.265905656282858,0.5397473424326185,0.8064517342398493,335,1.081217907220244,0.1588502994011969,0.3671745759260806,6.367999999999995,53.05599999999977,-1.3543331e-05,-1.4790238e-06,1552,1748.8362,238072.44,0.008685372839085131,0.07390547157889597,3.340621963070946,1210,1
355,308.06399999999985,24.291000000000167,12.68222746357788,0.07308751184727225,0.034927517,0.026479296,0.0011298709,0.22652346,0.2253936,0.028479706,0.0007011532,0.23910470457362568,0.12348581556622248,0.015248746646055116,-233.51501,73.05479,5337.0015,-0.022016969,13.406118,179.72401,30.103573,48.142857,2317.7346,-0.0012501217,9.526934,90.76247,-30.910627,24.350794,592.9612,0.0060741096,4.6770754,21.875036,-0.41482827,23.607664,557.32184,-0.005849176,4.482399,20.0919,-18.05628,17.835005,318.0874,-3.089934e-05,3.3369606,11.135305,-3.6713266,15.846832,251.1221,0.0056155375,3.093487,9.569662,-39.494755,14.530788,211.14381,-0.00020605608,2.7286623,7.445598,-4.0356007,12.146836,147.54564,0.0044423696,2.2372317,5.005206,-22.196522,10.972667,120.39941,0.0011160346,2.0686624,4.2793646,-4.798975,10.866388,118.0784,-5.9411697e-05,1.9906003,3.9624898,-19.132254,8.901431,79.23547,0.002233575,1.6811355,2.8262167,-3.6142685,8.286171,68.66064,-0.00057498534,1.5097009,2.2791967,-16.143463,7.706734,59.39375,0.0024489185,1.414003,1.9994047,2620.0422366073485,876.6259846019708,768473.1168793748,1821.6085601389786,269.6719618553627,72722.96701092021,4776.7394038220855,1056.7127055789608,1116641.7421320076,23.18988293216754,10.157291678158636,103.17057423519068,0.06479377,0.07510719,0.0056410898,187.1515041330752,27.57398338788834,141.01384901128017,535.48154601506,394.4676970037798,180.77186920887385,4.942062912697188,0.660922306665936,0.5325630726181342,177,1.740474566437996,0.1378181818181804,0.11485787120834202,0.6080000000000041,24.25599999999975,-1.0945887e-05,-4.308764e-06,1792,2726.4583,186105.98,0.011647428846213243,0.11564387480613476,3.281785602991588,1011,1
356,412.2239999999994,115.50700000000057,3.568822637858959,0.21887476763730115,0.022765325,0.022199458,0.0006424803,0.186331,0.18568853,0.016033862,0.0004928159,0.34339311531727507,0.13329051084340152,0.017766360280894934,-297.45874,96.86026,9381.91,-0.004518142,16.766493,281.11526,7.971309,56.896626,3237.226,-0.005979156,11.444764,130.98262,-17.380337,30.245308,914.7786,0.0009565338,5.8146734,33.810425,3.5225015,24.866436,618.3396,-0.0037209424,4.8681097,23.698494,-18.90269,16.779158,281.54013,-0.00012176904,3.2635884,10.65101,-8.198173,16.7205,279.57516,0.0014295843,3.1972299,10.22228,-23.305706,15.698559,246.44475,0.002226753,2.9305863,8.588336,-10.534678,14.359196,206.18651,0.0021520837,2.7009947,7.2953725,-10.591145,12.025185,144.60507,0.00032198697,2.265315,5.131652,-2.021286,12.229919,149.57092,0.0028571996,2.2780185,5.1893682,-19.595686,10.204097,104.1236,0.0005188247,1.9137549,3.662458,-0.25819162,8.693261,75.57279,-0.0007644372,1.5466924,2.3922575,-15.008557,9.921661,98.43936,0.0008228428,1.8609562,3.4631581,3198.0035812500205,998.9826972346723,997966.4293742608,1892.1903168086592,330.80028762404515,109428.830292151,5403.097429814456,1079.5015209251173,1165323.5336796416,22.064697107626994,9.903895646119476,98.08714896922433,0.10363215,0.098290116,0.009660947,154.4411313962756,25.600654508660163,65.7852866955572,288.6197829762387,222.8344962806815,148.5384940785009,1.3028521103049742,0.186029590093013,0.9910352054361029,523,0.7881912030818513,0.22124137931034413,0.2165962908968698,1.6640000000000015,115.48799999999963,-1.0987588e-05,-4.269307e-06,3388,356.55728,27308.285,0.014445367652497257,0.11740209386028087,3.8231641049526526,1576,1
357,109.68893749999985,24.256000000000157,4.522136089126939,0.18108933754961926,0.016893601,0.015606541,0.00028884053,0.09805716,0.097768314,0.012993153,0.00024356412,0.3142430450833134,0.13638517846207257,0.018600916904131386,-329.26303,112.36254,12625.34,-0.025401039,21.02664,442.11957,24.905924,51.60195,2662.7612,-0.019276867,9.061969,82.11927,-38.613533,34.38447,1182.2919,0.007372791,6.604761,43.622868,6.6325874,27.73931,769.4693,0.0020074302,4.92636,24.269024,-22.335934,20.285305,411.49362,0.0013089834,3.981053,15.8487835,-8.525783,16.783201,281.67587,0.005719146,2.85406,8.1456585,-29.846663,18.023771,324.85632,0.010643238,3.3375344,11.139135,-1.0772552,12.443693,154.84549,-0.0016882918,2.2556877,5.0881267,-25.156948,14.6738825,215.32283,0.0038630494,2.5685165,6.597277,-0.24055186,12.526745,156.91934,-0.003944368,2.047219,4.191106,-16.069942,10.758103,115.736786,-0.0048802583,1.92867,3.719768,-11.617074,11.094229,123.08192,0.0038509956,1.9046627,3.62774,-10.631742,9.377453,87.93662,-0.0036195724,1.640444,2.6910567,2868.1717513379695,975.8827140476589,952347.0715770248,1746.6000530705942,309.76618523254217,95955.08951352161,4878.447130315337,1232.2363889355756,1518406.5182169874,21.507242549171654,8.73949128729584,76.3787079607199,0.09379188,0.10370361,0.010754438,157.16532971729006,53.37251200055979,65.40639132514966,396.5502035487653,331.14381222361567,155.11550196974943,0.8725270050834263,0.1634018155366933,1.1049316440197674,148,0.741141464586881,0.16500680272108897,0.1438705718704193,0.6079999999999899,24.25600000000008,-1.2989246e-05,-2.265294e-06,692,460.2638,47945.277,0.018519205398460876,0.10787116827724269,3.3640584767265205,369,0
358,178.9759999999995,59.35812500000051,3.015189529399866,0.24905424265199333,0.022023825,0.021249484,0.00066127256,0.2889748,0.2883135,0.01672791,0.00045154057,0.31263282194045383,0.12422177040660783,0.01543104824295199,-282.123,88.38285,7811.528,-0.016251896,14.908729,222.27019,17.6235,55.365555,3065.3445,-0.007674586,11.106615,123.3569,-27.495552,31.867144,1015.5149,0.0026719496,6.241001,38.950092,3.5705574,28.5918,817.491,-0.004865719,5.2785997,27.863617,-20.048895,19.11048,365.21042,-0.00081200065,3.5905447,12.892011,-14.04516,17.868122,319.2698,-0.002587406,3.5176747,12.374035,-19.275213,14.62335,213.84236,0.00503587,2.6712587,7.1356225,-6.266295,13.3792925,179.00548,0.005950508,2.4032674,5.775694,-15.130339,12.161126,147.89299,0.0020116367,2.2112715,4.8897214,2.1022937,14.04518,197.26709,0.0037677079,2.5932279,6.72483,-13.0321,10.108197,102.175644,0.0009074109,1.8167725,3.3006623,-3.7826667,8.668043,75.134964,-3.4365505e-05,1.5737904,2.4768162,-9.632186,9.098374,82.78041,-0.0009272274,1.6367028,2.678796,2915.2507961456254,938.7559926743538,881262.8137820115,1791.9882848812026,302.8098646501506,91693.81412944251,4952.486195958647,1266.0014329558628,1602759.628246298,21.950967897035582,9.65039581181088,93.13013932461698,0.093355894,0.093000926,0.008649172,179.6367556796794,48.73020025260085,71.73936383710603,488.2105677098518,416.4712038727457,169.64319079487348,3.2948499413638648,0.13936627280620753,1.3888065756424934,331,0.5407129893029804,0.17978181818181768,0.19146503985741953,1.1200000000000045,59.32799999999983,-1.2062948e-05,-3.1992781e-06,1244,342.78558,37606.17,0.0148581491832633,0.11252285954497326,3.575898444484187,640,0
